Params,item,desc,UOS,Pack_Description,Hierarchy1,Hierarchy2,Hierarchy3,UOP,sSell1,sSell2,sSell3,sSell4,sSell5,pack1,pack2,pack3,pack4,pack5,EAN
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18206,ELF 5000 MAD BLUE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18207,ELF 1200 RASP PEACH,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18208,ELF 1200 WILD BERRIES ICE,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18209,ELF 1200 STRAWBERRY EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18210,ELF 1200 BLUEBERRY EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18211,ELF 600V2 MOJITO,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18212,ELF 600V2 RINBO CLOUDD,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18213,ELF 600V2 WATERMELON BG,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18244,IVG WATERMELON ICE,5,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18246,IVG VIMTONIC,5,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18247,IVG TROPICAL FRUITS,5,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18262,IVG YELLOW EDITION,5,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,5.05662E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18263,IVG PURPLE EDITION,5,5,19 ECIG/VAPE,,,1,23.99,0,0,0,0,1,0,0,0,0,5.05662E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18321,ELF 600V2 STRAWBERRY RASP 10,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18322,ELF 600V2 MAD BLUE 10,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18323,ELF 1200 LEMON EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18324,ELF 600V2 CHERRY COLA 10,1,10,19 ECIG/VAPE,,,1,17.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18325,ELF 1200 STRAW RASP CHERRY ICE,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18326,ELF 1200 RED EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18327,ELF 1200 WATERMELON ICE,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18328,ELF 1200 YELLOW EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18329,ELF 1200 PURPLE EDITION,1,5,19 ECIG/VAPE,,,1,15.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18330,ELF 600V2 WATERMELON 10,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18331,ELF 600V2 STRAW RASPBERRY ICE 10,1,10,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18332,LOST MARY BM600 LEMON LIME 10,1,10,19 ECIG/VAPE,,,1,19.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18333,LOST MARY BM600 STRAW GOLDEN PINA 10,1,10,19 ECIG/VAPE,,,1,19.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18334,LOST MARY BM6000 DOUBLE APPLE,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18335,LOST MARY KIT BM6000 LEMON LIME,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18507,IVG RED EDITION,1,5,19 ECIG/VAPE,,,1,23.99,0,0,0,0,1,0,0,0,0,5.0568E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18508,IVG SUMMER EDITION,1,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,5.05662E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18510,IVG SPECIAL EDITION,1,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,5.05662E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18542,CRYSTAL LEMON & LIME 10,1,10,19 ECIG/VAPE,,,1,29.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18543,CRYSTAL BLUEBERRY RASP 10,1,10,19 ECIG/VAPE,,,1,29.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18544,CRYSTAL CHERRY ICE 10,1,10,19 ECIG/VAPE,,,1,29.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18545,CRYSTAL BLUE FUSION 10,1,10,19 ECIG/VAPE,,,1,29.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18546,CRYSTAL KIWI PASSION FRUIT GUAVA 10,1,10,19 ECIG/VAPE,,,1,29.99,0,0,0,0,1,0,0,0,0,6.97093E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18562,CRYSTAL BAR GREEN GRAPE MELON,10,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18569,CRYSTAL BLUE RASPBERRY POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18570,CRYSTAL BLUE CHERRY BLACKBERRY POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18571,CRYSTAL CHERRY ICE POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18572,CRYSTAL STRAWBERRY BURST POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18573,CRYSTAL LEMON & LIME POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18574,CRYSTAL COTTON ICE POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18575,CRYSTAL PINK LEMONADE POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18576,CRYSTAL BLUEBERRY SOUR RASP POD,1,10,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18668,CRYSTAL BAR STRAWBERRY GRAPEFRUIT,1,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18669,CRYSTAL BAR STRAWBERRY RASPBERRY,1,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,6.97579E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18670,CRYSTAL BAR STARFRUIT MULBERRY LEMON,1,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18671,CRYSTAL BAR POMEGRANATE CHERRY,1,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,6.97579E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18693,IVG BERRY EDITION,1,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,5.05662E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18697,IVG TOBACCO EDITION,1,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18708,BLU BAR 1000 WATERMELON ICE,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18709,BLU BAR 1000 BLUEBERRY ICE,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18710,BLU BAR 1000 GRAPE,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18711,BLU BAR 1000 MINT,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18712,BLU BAR 1000 STRAWBERRY ICE,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,8.71996E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18713,BLU BAR 1000 BANANA ICE,10,10,19 ECIG/VAPE,,,1,33.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18830,ELF LEMON LIME 600,1,10,19 ECIG/VAPE,,,1,19.99,0,0,0,0,1,0,0,0,0,6.94198E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18971,ELF 5000 GRAPE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18972,ELF 5000 TOBACCO,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18973,ELF 5000 LEMON LIME,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18974,ELF 5000 KIWI PASSION FRUIT,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18982,ELF 5000 SOUR PINE ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18983,ELF 5000 STRAW RASP ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,6.93708E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18984,Z ELF STRAW ICE 5000 RECHARGE,1,5,19 ECIG/VAPE,,,1,28.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18988,ELF 5000 BLUE RAZZ LEMON,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,6.93708E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18989,ELF 5000 BLUEBERRY ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18990,ELF 5000 TRIPLE MANGO,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",18991,ELF 5000 BLUE SOUR RASP,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,6.93708E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19001,CRYSTAL BAR SOUR PINEAPPLE ICE,1,10,19 ECIG/VAPE,,,1,18.99,0,0,0,0,1,0,0,0,0,6.97579E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19026,CRYSTAL SKE GREEN EDITION 4IN1,1,5,19 ECIG/VAPE,,,1,28.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19027,CRYSTAL SKE BLUE EDITION 4IN1,1,5,19 ECIG/VAPE,,,1,24.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19028,CRYSTAL SKE ROSE EDITION 4IN1,1,5,19 ECIG/VAPE,,,1,28.99,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19029,CRYSTAL SKE WHITE EDITION 4IN1,1,5,19 ECIG/VAPE,,,1,28.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19030,ELF 5000 PINK LEMON,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19031,ELF 5000 WATERMELON ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19042,ELF 5000 CHERRY ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19043,ELF 5000 STARWBERRY ICE,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",19044,ELF 5000 PINEAPPLE MOJITO,1,5,19 ECIG/VAPE,,,1,21.99,0,0,0,0,1,0,0,0,0,
